id,(Intercept),StageActive,StageAdvanced,StageBloat,StageDry
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus,-0.021583231801867053,1.632430754229199,2.4643191403286298,0.37109225828720105,1.6820979257566204
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,-0.3899702427508986,0.6600838781117483,1.756285092859918,0.23594882014255714,2.3164320548139217
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter,-0.6262973930153423,0.030123231368735404,0.8274216216960522,-0.06987422448610164,0.9247040113783908
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca,0.7893550334648984,-1.937418691365509,-1.90595719268054,-1.3040858271473417,-1.914741931178881
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas,-0.5371352179383714,-0.0054317023383060326,0.5253717503990889,-0.24916576744459873,1.3172393003851322
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,0.9231575614756566,-1.8324522937263312,-1.8468063204254102,-0.13287519057733288,-1.9179445531790908
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Koukoulia,-0.6720715664967866,0.7645542292570261,1.1246580997399538,0.8482721845639349,0.5117128277176485
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus,1.9998980583832138,-2.1614081621867443,-2.285373781586147,-0.6428055807386756,-2.4884498877203534
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia,0.16604460033222568,-1.2819502502449858,-1.22998841728984,-0.8066646122792465,-1.555949827263276
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Tychonema_CCAP_1459-11B,-0.06240435573322323,-1.0573164303656044,-1.046164434238188,-0.7885989164472496,-1.4574659675528165
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Jeotgalicoccus,0.5501523170495917,-1.398088050976821,-0.7173142804257274,-0.9693676238399476,-0.7519444982867867
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter,-0.6494589295206096,0.22757875041342224,1.3994285777340192,-0.10039940783085333,2.422015048983515
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;__,0.25737967958496255,-0.6188949302793496,-0.658936544806152,1.180787220459893,-1.6219433372592529
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella,5.299322171418672,-4.643670661510044,-5.455113940324264,-1.0423875021797735,-6.1794634406500615
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium,-0.5688779613631476,-0.3689903433727573,-0.42742394913385956,-0.07906647470761086,-0.026774503858993604
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter,-0.4382753406424954,0.6042598366794897,1.5004231108890234,0.3116063570409857,2.3390146386981168
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Oblitimonas,-0.6905169147490817,0.053797598726628815,1.9312522554927716,-0.31428596410033205,2.1264202884653898
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paenalcaligenes,-0.6755483751409637,-0.1292600967227745,1.0138720789596447,-0.3243265703460899,1.611157489134643
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paeniclostridium,-0.4933678054711682,0.4315625480971209,-0.1684994006537479,0.568577516717998,-0.04389772389689406
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Helcococcus,-0.6153757233756612,0.14539165682108235,0.31692111216902097,-0.3894271554737525,0.6828879304007193
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Gallicola,-0.5274458232438809,-0.05921256259404295,-0.13661438900025702,-0.4717217126741513,0.21268708809637948
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Savagea,-0.5356443104150971,1.9155129313592418,3.1962213913317896,-0.1335527832809471,4.683272281975225
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas,-0.1692057870276802,3.4903149327312772,3.9555713004420268,2.1458308004152262,2.9123125733658783
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__uncultured,-0.04913193410080474,-0.5075489961941704,-0.5014453356274307,-0.16634148374081556,-0.07886647010213232
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia,0.11716828785417754,-0.9698622720955699,-1.0874779481626369,0.22823441164650127,-1.637038611140217
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus,1.087520661615217,-2.0882061858925813,-2.274384907458611,-0.773697305765557,-2.141038460388221
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,0.1820249326672183,-1.4355817237127186,-1.5616520191412326,-1.0345395664139696,-1.701895255953258
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea,1.7792376714723344,-2.5384761233545015,-2.6830886873048234,0.6938594677064287,-2.7721716513460524
