id,(Intercept),StageActive,StageAdvanced,StageBloat,StageDry
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia,0.23322418253200775,0.29657798378257205,0.3242864740925803,0.3149798521058251,0.43765708377984125
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Brochothrix,0.1355655355587121,0.2164457644703475,0.2930168124792159,0.22710978655898822,0.5066880961665117
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas,0.08894563888113216,0.17821276818323037,0.29932286056497504,0.13460200295567976,0.5867959888013655
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina,0.05976548313878112,0.25896003175295784,0.4260725125593857,0.08659446823025191,0.7380936684246743
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,0.06402196638443793,0.13099643131922606,0.2710619540245016,0.10455857936382278,0.5921105322547492
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,0.27908229678308244,0.37591961666056345,0.5367307379905986,0.36276750418013265,0.6010383683664894
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas,0.08421613852410459,0.20887702408118627,0.2931570560065151,0.1640588753207323,0.5305638228224201
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella,0.09210136286515923,0.19947699201964347,0.2804858391553743,0.21718576042788068,0.4054841457598303
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Peptoniphilus,0.08410709944902389,0.24983252650473203,0.3390713310390904,0.10730620165481307,0.6600472044663895
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria,0.19949067210199137,0.2860763214284888,0.2862110808795039,0.3586104364408853,0.5591388551080326
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Hafnia-Obesumbacterium,0.12817189123041534,0.28428308258378016,0.35422413998255076,0.3255557694891403,0.6102331864901478
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Paeniglutamicibacter,0.05578068515757328,0.14693323746730455,0.20639369351707798,0.1087540159001447,0.4006914949251532
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium,0.09485379814559856,0.165025579453099,0.21378658376910223,0.14703847865425712,0.38751468563720776
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium,0.05878655041144054,0.1302998975426955,0.2900619517821057,0.0882665300193086,0.5436115517977421
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,0.0477567906596073,0.2062986679159381,0.3043365613437526,0.07820366143425457,0.5032869585713393
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus,0.13667600397460392,0.264052723803436,0.3403418319019693,0.24015904886446007,0.47370495530635504
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,0.07559000934176206,0.1655520092604068,0.320959543705799,0.1396809813077638,0.5502789713112424
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter,0.05516973137260296,0.14992379532683478,0.25964164390212197,0.10685571954554314,0.4813146217089916
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca,0.17226781722583495,0.19237116808060875,0.22137378970347976,0.20328228197317227,0.34945894635994523
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas,0.06171349770410278,0.13576670956826092,0.2248017180702572,0.091851166553003,0.542448699108315
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,0.1605539374432928,0.20636184272162855,0.23495848542521622,0.24024443041722032,0.3606599453795115
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Koukoulia,0.05183417478653656,0.19600517831803,0.26803098790097374,0.1817476138941738,0.40778361610572944
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus,0.17689601590230658,0.23957538428478733,0.2967914107405256,0.25139473486202396,0.4165318583982929
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia,0.11284354976963483,0.13910058973809006,0.1851828754818212,0.1406048635528266,0.26840781552702314
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Tychonema_CCAP_1459-11B,0.10503730389738385,0.14796510639044297,0.19178461302565894,0.13578625113342518,0.24673010939327858
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Jeotgalicoccus,0.14967487495923082,0.17748239342984157,0.2788401503731941,0.18975569942387566,0.4874558429633942
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter,0.04781023516940837,0.1426091700654497,0.25783808043853196,0.09036554115521495,0.38393891279188125
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;__,0.15922369681551496,0.2431495561320138,0.2999629947073822,0.2974216067689869,0.2782360572784136
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella,0.1963652583754133,0.31144763543494164,0.39305460248556434,0.3204641906656437,0.4007527119944477
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium,0.06443955775809362,0.12076845263160356,0.1477089509778947,0.10246761487817473,0.3829720048396604
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter,0.07472192284746218,0.17778116953322004,0.25125018964037726,0.14845579869833803,0.37898886167340784
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Oblitimonas,0.04775679065960741,0.17091458069142917,0.4113601335018472,0.07430109383161825,0.7765784612628511
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paenalcaligenes,0.04784558456608052,0.12281969781703571,0.280734746081661,0.0751444974970566,0.5100298586117813
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paeniclostridium,0.08024258303270812,0.20108367992218565,0.22553471147920834,0.19609902817897712,0.47587806324865245
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Helcococcus,0.05752368079179408,0.1677862651863622,0.23607708363624094,0.08014590171473955,0.4619261923454466
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Gallicola,0.07552049730882197,0.15331822987596835,0.19539906362956336,0.09357416155916727,0.43734876360071157
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Savagea,0.06838793475256631,0.2883717760623195,0.42996682424808624,0.13126682902103318,0.3868499942971141
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas,0.11750378957865393,0.2206776428881881,0.2373842657319648,0.28591612952357237,0.37804223105453355
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__uncultured,0.111245347352609,0.1615370032933446,0.21624986325817638,0.15251502818210577,0.44404814665646153
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia,0.11262123615239945,0.1621694418743588,0.1856026457913267,0.2283510067707186,0.2500529034098233
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Macrococcus,0.16764850107532567,0.2065359991514854,0.21482194875310312,0.23402206247155669,0.3608431214341582
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter,0.11629063405449279,0.1391563369467853,0.14567469626447058,0.13725478634227642,0.25172688223545736
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea,0.20380140937286,0.23763394401668203,0.27435942940682967,0.32050084555268565,0.4203667237047775
